乙酰半胱氨酸注射液|肝衰竭
硫酸吗啡注射液|严重创伤
硫酸吗啡注射液|战伤
硫酸吗啡注射液|烧伤
硫酸吗啡注射液|疼痛可
硫酸吗啡注射液|心肌梗塞
硫酸吗啡注射液|左心室衰竭
硫酸吗啡注射液|心源性肺水肿
硫酸吗啡注射液|麻醉
硫酸吗啡注射液|癌症疼痛
氟哌利多注射液|精神分裂症
氟哌利多注射液|躁狂症兴奋状态
氟哌利多注射液|麻醉
甲磺酸罗哌卡因注射液|麻醉
注射用甲磺酸罗哌卡因|急性疼痛
注射用甲磺酸罗哌卡因|麻醉
盐酸异丙嗪注射液|长期性过敏性鼻炎
盐酸异丙嗪注射液|季节性过敏性鼻炎
盐酸异丙嗪注射液|血管运动性鼻炎
盐酸异丙嗪注射液|过敏性结膜炎
盐酸异丙嗪注射液|尊麻疹
盐酸异丙嗪注射液|血管神经性水肿
盐酸异丙嗪注射液|晕动病
盐酸异丙嗪注射液|麻醉
盐酸异丙嗪注射液|放射病性
盐酸异丙嗪注射液|药源性恶心
盐酸异丙嗪注射液|呕吐
盐酸布桂嗪注射液|头痛
盐酸布桂嗪注射液|三叉神经痛
盐酸布桂嗪注射液|牙痛
盐酸布桂嗪注射液|炎症性疼痛
盐酸布桂嗪注射液|神经痛
盐酸布桂嗪注射液|月经痛
盐酸布桂嗪注射液|关节痛
盐酸布桂嗪注射液|外伤性疼痛
盐酸布桂嗪注射液|手术后疼痛
盐酸布桂嗪注射液|癌症痛
酸哌替啶注射液|剧痛
酸哌替啶注射液|创伤性疼痛
酸哌替啶注射液|手术后疼痛
酸哌替啶注射液|麻醉
酸哌替啶注射液|抑制呼吸作用
酸哌替啶注射液|心源性哮喘
酸哌替啶注射液|肺水肿
枸橼酸芬太尼注射液|疼痛
枸橼酸芬太尼注射液|麻醉
枸橼酸芬太尼注射液|剧烈疼痛
磷酸可待因片|频繁干咳
磷酸可待因片|中度疼痛
盐酸吗啡注射液|急性锐痛
盐酸吗啡注射液|严重创伤
盐酸吗啡注射液|战伤
盐酸吗啡注射液|烧伤
盐酸吗啡注射液|晚期癌症
盐酸吗啡注射液|疼痛
盐酸吗啡注射液|心肌梗死
盐酸吗啡注射液|心源性哮喘
盐酸吗啡注射液|肺水肿
盐酸吗啡注射液|麻醉
盐酸罗哌卡因注射液|麻醉
盐酸罗哌卡因注射液|急性疼痛
盐酸罗哌卡因注射液|区域阻滞
注射用促皮质素|活动性风湿病
注射用促皮质素|类风湿性关节炎
注射用促皮质素|红斑性狼疮
注射用促皮质素|支气管哮喘
注射用促皮质素|严重皮炎
注射用促皮质素|过敏性疾病
注射用促皮质素|急性白血病
注射用促皮质素|何杰金氏病
盐酸甲氧氯普胺注射液|颅脑损伤
盐酸甲氧氯普胺注射液|脑外伤后遗症
盐酸甲氧氯普胺注射液|呕吐
盐酸甲氧氯普胺注射液|急性胃肠炎
盐酸甲氧氯普胺注射液|胆道胰腺
盐酸甲氧氯普胺注射液|尿毒症
盐酸甲氧氯普胺注射液|恶心
盐酸洛美沙星注射液|感染
盐酸洛美沙星注射液|呼吸道感染
盐酸洛美沙星注射液|慢性支气管炎急性发作
盐酸洛美沙星注射液|支气管扩张伴感染
盐酸洛美沙星注射液|急性支气管炎
盐酸洛美沙星注射液|肺炎
盐酸洛美沙星注射液|泌尿生殖系统感染
盐酸洛美沙星注射液|急性膀胱炎
盐酸洛美沙星注射液|急性肾盂肾炎
盐酸洛美沙星注射液|复杂性尿路感染
盐酸洛美沙星注射液|慢性尿路感染急性发作
盐酸洛美沙星注射液|急慢性前列腺炎
盐酸洛美沙星注射液|单纯性淋病
盐酸洛美沙星注射液|腹腔胆道
盐酸洛美沙星注射液|肠道
盐酸洛美沙星注射液|伤寒
盐酸洛美沙星注射液|皮肤软组织感染
盐酸洛美沙星注射液|鼻窦炎
盐酸洛美沙星注射液|中耳炎
盐酸洛美沙星注射液|眼睑炎
六甲蜜胺肠溶片|卵巢癌﹑小细胞肺癌﹑恶性淋巴瘤﹑乳腺癌﹑骨髓癌
复方雪参胶囊|前列腺增生
复方雪参胶囊|排尿困难
复方雪参胶囊|尿阻闭
复方雪参胶囊|尿滴沥
复方雪参胶囊|尿线细
复方雪参胶囊|尿频
复方雪参胶囊|尿急
复方雪参胶囊|尿等待
复方雪参胶囊|尿淋痛
注射用顺铂|小细胞肺癌
注射用顺铂|非小细胞肺癌﹑睾丸癌﹑卵巢癌﹑宫颈癌﹑子宫内膜癌﹑前列腺癌﹑膀胱癌﹑黑色素瘤﹑肉瘤﹑头颈部肿瘤
注射用顺铂|鳞状上皮癌
注射用顺铂|恶性淋巴瘤
左氧氟沙星葡萄糖注射液|呼吸系统感染
左氧氟沙星葡萄糖注射液|泌尿系统感染
左氧氟沙星葡萄糖注射液|生殖系统感染
左氧氟沙星葡萄糖注射液|皮肤软组织感染
左氧氟沙星葡萄糖注射液|肠道感染
左氧氟沙星葡萄糖注射液|败血症
盐酸托烷司琼氯化钠注射液|恶心
盐酸托烷司琼氯化钠注射液|呕吐
祖师麻膏药|风寒湿痹
祖师麻膏药|瘀血痹阻经络
祖师麻膏药|肢体关节肿痛
祖师麻膏药|畏寒肢体
祖师麻膏药|局部肿胀有硬结或瘀斑
齐多拉米双夫定片|HIV感染
盐酸昂丹司琼口腔崩解片|恶心
盐酸昂丹司琼口腔崩解片|呕吐
盐酸昂丹司琼葡萄糖注射液|恶心
盐酸昂丹司琼葡萄糖注射液|呕吐
盐酸托烷司琼葡萄糖注射液|恶心
盐酸托烷司琼葡萄糖注射液|呕吐
复方香薷水|外感风寒
复方香薷水|内伤暑湿
复方香薷水|寒热头痛
复方香薷水|脘腹痞满胀痛
复方香薷水|恶心欲吐
复方香薷水|肠鸣
复方香薷水|腹泻
九味牛黄丸|肝大
九味牛黄丸|肝区疼痛
九味牛黄丸|恶心
九味牛黄丸|目赤
九味牛黄丸|肝炎
九味牛黄丸|木布病
甲磺酸多拉司琼注射液|恶心
甲磺酸多拉司琼注射液|呕吐
多潘立酮分散片|消化不良
多潘立酮分散片|腹胀
多潘立酮分散片|嗳气
多潘立酮分散片|恶心
多潘立酮分散片|呕吐
多潘立酮分散片|腹部胀痛
硫酸西索米星氯化钠注射液|呼吸系统感染﹑泌尿生殖系统感染﹑胆道感染﹑皮肤和软组织感染﹑感染性腹泻
硫酸西索米星氯化钠注射液|败血症
富马酸伊布利特注射液|急性腹泻
复方樟脑酊|干咳
复方樟脑酊|腹泻
盐酸普萘洛尔注射液|室上性心动过速
盐酸普萘洛尔注射液|室性心动过速﹑心绞痛﹑高血压﹑肥厚性心肌病﹑心肌梗死
盐酸普萘洛尔注射液|嗜铬细胞瘤
盐酸普萘洛尔注射液|心动过速﹑甲状腺机能亢进症
盐酸普萘洛尔注射液|心率过快
秋泻灵颗粒|小儿脾虚湿困
秋泻灵颗粒|消化不良引起
秋泻灵颗粒|腹泻
盐酸尼卡地平注射液|手术时异常高血压
盐酸尼卡地平注射液|高血压急症
盐酸赖氨酸氯化钠注射液|脑组织缺血
盐酸赖氨酸氯化钠注射液|缺氧性疾病
盐酸赖氨酸氯化钠注射液|老年性脑萎缩
盐酸赖氨酸氯化钠注射液|记忆力衰退
盐酸赖氨酸氯化钠注射液|赖氨酸缺乏症
盐酸赖氨酸氯化钠注射液|食欲不振
盐酸赖氨酸氯化钠注射液|偏食
盐酸赖氨酸氯化钠注射液|消瘦
乌拉地尔氯化钠注射液|高血压危象
乌拉地尔氯化钠注射液|血压急剧升高
乌拉地尔氯化钠注射液|重度高血压
乌拉地尔氯化钠注射液|极重度高血压
乌拉地尔氯化钠注射液|难治性高血压
乌拉地尔氯化钠注射液|围手术期高血压
缬沙坦片|原发性高血压
盐酸尼卡地平葡萄糖注射液|高血压急症
盐酸尼卡地平葡萄糖注射液|手术时异常高血压
乌拉地尔葡萄糖注射液|高血压危象
乌拉地尔葡萄糖注射液|血压急剧升高
乌拉地尔葡萄糖注射液|重度高血压
乌拉地尔葡萄糖注射液|极重度高血压
乌拉地尔葡萄糖注射液|难治性高血压
乌拉地尔葡萄糖注射液|围手术期高血压
甲基多巴片|高血压
复方胰酶片|消化不良
复方胰酶片|食欲不振
注射用盐酸乌拉地尔|高血压危象
注射用盐酸乌拉地尔|血压急剧升高
注射用盐酸乌拉地尔|重度高血压
注射用盐酸乌拉地尔|极重度高血压
注射用盐酸乌拉地尔|难治性高血压
注射用盐酸乌拉地尔|围手术期高血压
硫酸镁葡萄糖注射液|子痫
硫酸镁葡萄糖注射液|先兆子痫
硫酸镁葡萄糖注射液|痉挛
硫酸镁葡萄糖注射液|惊厥
硫酸镁葡萄糖注射液|中度妊娠高血压综合症
硫酸镁葡萄糖注射液|重度妊娠高血压综合症
西咪替丁氯化钠注射液|十二指肠溃疡
西咪替丁氯化钠注射液|胃溃疡
西咪替丁氯化钠注射液|急性上消化道出血
西咪替丁氯化钠注射液|胃酸分泌过多
西咪替丁氯化钠注射液|反流性食管炎
西咪替丁氯化钠注射液|胃泌素瘤
溴甲东莨菪碱片|胃溃疡
溴甲东莨菪碱片|十二指肠溃疡
溴甲东莨菪碱片|胃炎
溴甲东莨菪碱片|溃疡性结肠炎
溴甲东莨菪碱片|肠蠕动亢进
海桂胶囊|十二指肠球部溃疡
海桂胶囊|寒热错杂
海桂胶囊|胃脘疼痛
海桂胶囊|喜温喜按
海桂胶囊|口苦
海桂胶囊|口干
海桂胶囊|吞酸嘈杂
海桂胶囊|嗳气
海桂胶囊|胃脘痞满
注射用特利加压素|胃肠道出血
注射用特利加压素|食管静脉曲张出血﹑胃溃疡出血
注射用特利加压素|十二指肠溃疡出血
注射用特利加压素|泌尿生殖系统出血
注射用特利加压素|子宫出血﹑生产或流产等引起的出血
注射用特利加压素|术后出血
注射用特利加压素|腹腔出血
注射用特利加压素|盆腔出血
注射用特利加压素|肝肾综合征
注射用特利加压素|慢性肝炎﹑重型肝炎﹑肝硬化
注射用特利加压素|顽固性休克
注射用特利加压素|败血症性休克
依那普利氢氯噻嗪片|高血压
盐酸雷尼替丁咀嚼片|消化性溃疡﹑返流性食管炎﹑佐林格-埃利森综合征
盐酸雷尼替丁咀嚼片|上消化道出血
法莫替丁咀嚼片|胃酸过多
法莫替丁咀嚼片|胃痛
法莫替丁咀嚼片|胃灼热感
法莫替丁咀嚼片|反酸
盐酸索他洛尔注射液|室性快速型心律失常
乳酸钠注射液|代谢性酸中毒
乳酸钠注射液|高钾血症
乳酸钠注射液|严重心律失常
注射用盐酸索他洛尔|室性快速型心律失常
磷酸丙吡胺片|室性心律失常
多库酯钠片|偶发性便秘
烟酸占替诺注射液|缺血性脑血管病
烟酸占替诺注射液|冠心病﹑高脂血症
烟酸占替诺注射液|高纤维蛋白原
藻酸双酯钠氯化钠注射液|缺血性心脑血管病
藻酸双酯钠氯化钠注射液|脑血栓
藻酸双酯钠氯化钠注射液|脑栓塞
藻酸双酯钠氯化钠注射液|冠心病
藻酸双酯钠氯化钠注射液|高脂血症
辛伐他汀咀嚼片|高胆固醇血症
辛伐他汀咀嚼片|冠心病
辛伐他汀咀嚼片|非致死性心肌梗塞
辛伐他汀咀嚼片|冠状动脉粥样硬化
阿魏酸钠氯化钠注射液|脑血管病
阿魏酸钠氯化钠注射液|动脉粥样硬化
阿魏酸钠氯化钠注射液|冠心病
阿魏酸钠氯化钠注射液|肾小球疾病
阿魏酸钠氯化钠注射液|肺动脉高压
阿魏酸钠氯化钠注射液|糖尿病性血管病变
阿魏酸钠氯化钠注射液|脉管炎
阿魏酸钠氯化钠注射液|血管性病症
阿魏酸钠氯化钠注射液|白细胞减少
阿魏酸钠氯化钠注射液|血小板减少
阿魏酸钠氯化钠注射液|偏头痛
阿魏酸钠氯化钠注射液|血管性头痛
复方乳酸钠山梨醇注射液|代谢性酸中毒
香砂六君片|脾虚气滞
香砂六君片|消化不良
香砂六君片|嗳气
香砂六君片|食少
香砂六君片|脘腹胀满
香砂六君片|大便溏泄
盐酸奈福泮葡萄糖注射液|术后疼痛
盐酸奈福泮葡萄糖注射液|癌症痛
盐酸奈福泮葡萄糖注射液|急性外伤痛
盐酸奈福泮葡萄糖注射液|急性胃炎
盐酸奈福泮葡萄糖注射液|胆道蛔虫症
盐酸奈福泮葡萄糖注射液|输尿管结石
盐酸奈福泮葡萄糖注射液|内脏平滑肌绞痛
盐酸奈福泮葡萄糖注射液|局部麻醉
硫酸庆大霉素缓释片|治疗慢性胃炎
硫酸庆大霉素缓释片|消化性溃疡
硫酸庆大霉素缓释片|幽门螺杆菌感染
硫酸庆大霉素缓释片|轻型急性肠炎
木糖醇氯化钠注射液|糖尿病
替加氟氯化钠注射液|治疗消化道肿瘤
替加氟氯化钠注射液|胃癌
替加氟氯化钠注射液|直肠癌
替加氟氯化钠注射液|胰腺癌
替加氟氯化钠注射液|肝癌
替加氟氯化钠注射液|乳腺癌
卡维地洛分散片|轻度高血压
卡维地洛分散片|中度高血压
卡维地洛分散片|肾功能不全
卡维地洛分散片|糖尿病
卡维地洛分散片|高血压
五灵胶囊|乙型肝炎
五灵胶囊|肝郁脾虚
五灵胶囊|瘀症
五灵胶囊|纳呆
五灵胶囊|腹胀
五灵胶囊|嗳气
五灵胶囊|胁肋胀痛
五灵胶囊|疲乏无力
智托洁白丸|慢性胃炎
智托洁白丸|“培根木布”
智托洁白丸|胃痛
智托洁白丸|呕吐酸水
智托洁白丸|胸痛
智托洁白丸|咳嗽
智托洁白丸|音哑
智托洁白丸|胃部壅寒
智托洁白丸|呼吸不畅
复方溴丙胺太林铝镁片|慢性胃炎
复方溴丙胺太林铝镁片|胃酸过多
复方溴丙胺太林铝镁片|胃痛
复方溴丙胺太林铝镁片|胃灼热感
复方溴丙胺太林铝镁片|反酸
清热卡森颗粒|湿热黄疸
清热卡森颗粒|胃痛
清热卡森颗粒|食少
清热卡森颗粒|水肿
清热卡森颗粒|尿少
护肝布祖热颗粒|肝寒
护肝布祖热颗粒|胃痛
护肝布祖热颗粒|脾阻肋痛
护肝布祖热颗粒|关节痛
玫瑰花口服液|心慌气短
玫瑰花口服液|胃痛
玫瑰花口服液|呕吐
玫瑰花口服液|神疲乏力
盐酸消旋山莨菪碱氯化钠注射液|急性微循环障碍
盐酸消旋山莨菪碱氯化钠注射液|有机磷中毒
大蒜素注射液|深部真菌感染
大蒜素注射液|深部细菌感染
大蒜素注射液|急慢性菌痢
大蒜素注射液|肠炎
大蒜素注射液|百日咳
大蒜素注射液|肺部真菌感染
大蒜素注射液|消化道真菌感染
大蒜素注射液|白色念珠菌菌血症
大蒜素注射液|隐球菌性脑膜炎
大蒜素注射液|肺结核
盐酸林可霉素葡萄糖注射液|重感染性疾病
盐酸林可霉素葡萄糖注射液|呼吸道感染﹑皮肤软组织感染﹑女性生殖道感染
盐酸林可霉素葡萄糖注射液|盆腔感染
盐酸林可霉素葡萄糖注射液|腹腔感染
小儿鞣酸小檗碱片|胃肠炎﹑细菌性痢疾
小儿鞣酸小檗碱片|肠道感染
法莫替丁葡萄糖注射液|消化性溃疡﹑急性应激性溃疡
法莫替丁葡萄糖注射液|出血性胃炎
法莫替丁葡萄糖注射液|上消化道出血﹑胃泌素瘤
法莫替丁葡萄糖注射液|侵袭性应激反应
法莫替丁葡萄糖注射液|脑血管障碍﹑头部外伤﹑多脏器衰竭﹑大面积烧伤
法莫替丁葡萄糖注射液|上消化道出血
亮菌甲素氯化钠注射液|急性胆囊炎
亮菌甲素氯化钠注射液|慢性胆囊炎发作
亮菌甲素氯化钠注射液|胆道疾病
亮菌甲素氯化钠注射液|急性感染
亮菌甲素氯化钠注射液|慢性浅表性胃炎
亮菌甲素氯化钠注射液|慢性浅表性萎缩性胃炎
亮菌甲素葡萄糖注射液|急性胆囊炎
亮菌甲素葡萄糖注射液|慢性胆囊炎发作
亮菌甲素葡萄糖注射液|胆道疾病
亮菌甲素葡萄糖注射液|急性感染
亮菌甲素葡萄糖注射液|慢性浅表性胃炎
亮菌甲素葡萄糖注射液|慢性浅表性萎缩性胃炎
盐酸奈福泮氯化钠注射液|于术疼痛
盐酸奈福泮氯化钠注射液|癌性疼痛
盐酸奈福泮氯化钠注射液|急性外伤痛
盐酸奈福泮氯化钠注射液|急性胃炎
盐酸奈福泮氯化钠注射液|胆道蛔虫症
盐酸奈福泮氯化钠注射液|输尿管结石
盐酸奈福泮氯化钠注射液|内脏平滑肌绞痛
盐酸奈福泮氯化钠注射液|麻醉
丹香葡萄糖滴注液|瘀血闭阻
丹香葡萄糖滴注液|胸痹
丹香葡萄糖滴注液|中风后遗症
丹香葡萄糖滴注液|冠心病
丹香葡萄糖滴注液|心绞痛
丹香葡萄糖滴注液|心肌梗塞
丹香葡萄糖滴注液|脑梗塞后遗症
注射用盐酸曲马多|癌症疼痛
注射用盐酸曲马多|骨折疼痛
注射用盐酸曲马多|术后疼痛
注射用盐酸曲马多|急性疼痛
注射用盐酸曲马多|慢性疼痛
帕米膦酸二钠葡萄糖注射液|恶性肿瘤
帕米膦酸二钠葡萄糖注射液|高钙血症
帕米膦酸二钠葡萄糖注射液|溶骨性癌转移
帕米膦酸二钠葡萄糖注射液|骨痛
六甲蜜胺片|卵巢癌
六甲蜜胺片|SCLC
六甲蜜胺片|恶性淋巴瘤
六甲蜜胺片|子宫内膜癌
注射用三磷酸腺苷辅酶胰岛素|肝炎
注射用三磷酸腺苷辅酶胰岛素|肾炎
注射用三磷酸腺苷辅酶胰岛素|肝硬化
注射用三磷酸腺苷辅酶胰岛素|心力衰竭
甲硫氨酸维B1注射液|急慢性肝炎
甲硫氨酸维B1注射液|肝硬化
甲硫氨酸维B1注射液|脂肪肝
甲硫氨酸维B1注射液|肝内胆汁淤积
甲硫氨酸维B1注射液|酒精中毒
甲硫氨酸维B1注射液|巴比妥类药物中毒
甲硫氨酸维B1注射液|磺胺类药物中毒
注射用吡拉西坦|肝损伤
注射用吡拉西坦|病毒性肝病
注射用吡拉西坦|药物性肝病
注射用吡拉西坦|中毒性肝损伤
注射用吡拉西坦|脂肪肝
注射用吡拉西坦|肝硬化
注射用吡拉西坦|肾损伤
注射用吡拉西坦|急性药物性肾损伤
注射用吡拉西坦|尿毒症
注射用吡拉西坦|化放疗保护
注射用吡拉西坦|糖尿病
注射用吡拉西坦|糖尿病并发症
注射用吡拉西坦|糖尿病神经病变
注射用吡拉西坦|缺血缺氧性脑病
注射用吡拉西坦|低氧血症
醋酸去氨加压素注射液|中枢性尿崩症
醋酸去氨加压素注射液|暂时性尿崩症
醋酸去氨加压素注射液|夜间遗尿症
醋酸去氨加压素注射液|血友病A
醋酸去氨加压素注射液|血管性血友病
醋酸去氨加压素注射液|出血
复方呋塞米片|心源性水肿
复方呋塞米片|肾性水肿
复方呋塞米片|肝性水肿
复方呋塞米片|肝硬化腹水
萘普生钠氯化钠注射液|发热
萘普生钠氯化钠注射液|疼痛
